"NIH Spending Categorization","Project Terms","Project Title","Administering IC","Application ID","Award Notice Date","FOA","Project Number","Type","Activity","IC","Serial Number","Support Year","Suffix","Program Official Information","Project Start Date","Project End Date","Study Section","Subproject Number","Contact PI Person ID","Contact PI / Project Leader","Other PI or Project Leader(s)","Congressional District","Department","DUNS Number","FIPS","Latitude","Longitude","Organization ID (IPF)","Organization Name","Organization City","Organization State","Organization Type","Organization Zip","Organization Country","ARRA Indicator","Budget Start Date","Budget End Date","CFDA Code","Funding Mechanism","Fiscal Year","Total Cost","Total Cost (Sub Projects)","Funding IC(s)","Direct Cost IC","InDirect Cost IC","NIH COVID-19 Response","Total Cost IC",
"No NIH Category available"," ","Illinois Occupational Surveillance Program 2","NIOSH","9283251","4/26/2017 12:00:00 AM","PAR-14-275","5U60OH010905-03","5","U60","OH","010905","03"," ","INSERRA, STEVE","7/1/2015 12:00:00 AM","6/30/2020 12:00:00 AM","ZOH1-GGB(52)"," ","1966145","FORST, LINDA S","Not Applicable","07","PUBLIC HEALTH & PREV MEDICINE","098987217","US","41.880316","-87.687597","577703","UNIVERSITY OF ILLINOIS AT CHICAGO","Chicago","IL","SCHOOLS OF PUBLIC HEALTH","606124305","UNITED STATES","N","7/1/2017 12:00:00 AM","6/30/2018 12:00:00 AM","262","Other","2017","159999"," ","NIOSH","130512","31364"," ","159999",
"No NIH Category available"," ","Illinois Occupational Surveillance Program 2","NIOSH","9137521","5/31/2016 12:00:00 AM","PAR-14-275","5U60OH010905-02","5","U60","OH","010905","02"," ","INSERRA, STEVE","7/1/2015 12:00:00 AM","6/30/2020 12:00:00 AM","ZOH1-GGB(52)"," ","1966145","FORST, LINDA S","Not Applicable","07","PUBLIC HEALTH & PREV MEDICINE","098987217","US","41.880316","-87.687597","577703","UNIVERSITY OF ILLINOIS AT CHICAGO","Chicago","IL","SCHOOLS OF PUBLIC HEALTH","606124305","UNITED STATES","N","7/1/2016 12:00:00 AM","6/30/2017 12:00:00 AM","262","Other","2016","159999"," ","NIOSH","128748","31251"," ","159999",
"No NIH Category available"," ","Illinois Occupational Surveillance Program","NIOSH","8278430","7/10/2012 12:00:00 AM","PAR-09-184","5U60OH009850-03","5","U60","OH","009850","03"," ","INSERRA, STEVE","7/1/2010 12:00:00 AM","6/30/2015 12:00:00 AM","ZOH1-BSI(50)R"," ","1966145","FORST, LINDA S","Not Applicable","07","PUBLIC HEALTH & PREV MEDICINE","098987217","US","41.880316","-87.687597","577703","UNIVERSITY OF ILLINOIS AT CHICAGO","Chicago","IL","SCHOOLS OF PUBLIC HEALTH","606124305","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","262","Other","2012","120000"," ","NIOSH","112360","27016"," ","120000",
"No NIH Category available"," ","Illinois Occupational Surveillance Program","NIOSH","7926197","6/21/2010 12:00:00 AM","PAR-09-184","1U60OH009850-01","1","U60","OH","009850","01"," ","KUMAR, LATA","7/1/2010 12:00:00 AM","6/30/2015 12:00:00 AM","ZOH1-BSI(50)R"," ","1966145","FORST, LINDA S","Not Applicable","07","PUBLIC HEALTH & PREV MEDICINE","098987217","US","41.880316","-87.687597","577703","UNIVERSITY OF ILLINOIS AT CHICAGO","Chicago","IL","SCHOOLS OF PUBLIC HEALTH","606124305","UNITED STATES","N","7/1/2010 12:00:00 AM","6/30/2011 12:00:00 AM","262","Other","2010","120000"," ","NIOSH"," "," "," ","120000",
"No NIH Category available","biomarker;blood tests;cardiovascular disorder risk;clinical research;cytokine;human subject;inflammation;occupational disease /disorder;police;questionnaires;stress","Concept: Stress, Cytokines and Heart Disease in Police","NIOSH","7143398","8/22/2006 12:00:00 AM","PA-04-030","1R21OH008270-01A1","1","R21","OH","008270","01","A","NEWHALL, JIM","9/1/2006 12:00:00 AM","8/31/2008 12:00:00 AM","SOH"," ","7132143","FRANKE, WARREN D","Not Applicable","04","OTHER HEALTH PROFESSIONS","005309844","US","42.025453","-93.626899","3974801","IOWA STATE UNIVERSITY","AMES","IA","SCH OF HOME ECON/HUMAN ECOLOGY","500112025","UNITED STATES","N","9/1/2006 12:00:00 AM","8/31/2007 12:00:00 AM","262","Non-SBIR/STTR","2006","197007"," ","NIOSH"," "," "," ","197007",
"No NIH Category available"," ","Concept: Stress, Cytokines and Heart Disease in Police","NIOSH","7282668","7/16/2007 12:00:00 AM","PA-04-030","5R21OH008270-02","5","R21","OH","008270","02"," ","SANDERSON, LEE M","9/1/2006 12:00:00 AM","8/31/2009 12:00:00 AM","SOH"," ","7132143","FRANKE, WARREN D","Not Applicable","04","OTHER HEALTH PROFESSIONS","005309844","US","42.025453","-93.626899","3974801","IOWA STATE UNIVERSITY","AMES","IA","SCH OF HOME ECON/HUMAN ECOLOGY","500112025","UNITED STATES","N","9/1/2007 12:00:00 AM","8/31/2009 12:00:00 AM","262","Non-SBIR/STTR","2007","163798"," ","NIOSH"," "," "," ","163798",
"No NIH Category available"," ","Illinois Occupational Surveillance Program 2","NIOSH","9733849","5/23/2019 12:00:00 AM","PAR-14-275","5U60OH010905-05","5","U60","OH","010905","05"," "," ","7/1/2015 12:00:00 AM","6/30/2020 12:00:00 AM","ZOH1-GGB(52)"," ","8879000","FRIEDMAN, LEE SCOTT","Not Applicable","07","PUBLIC HEALTH & PREV MEDICINE","098987217","US","41.880316","-87.687597","577703","UNIVERSITY OF ILLINOIS AT CHICAGO","Chicago","IL","SCHOOLS OF PUBLIC HEALTH","606124305","UNITED STATES","N","7/1/2019 12:00:00 AM","6/30/2020 12:00:00 AM","262","Other","2019","159999"," ","NIOSH"," "," "," ","159999",
"No NIH Category available"," ","Illinois Occupational Surveillance Program 2","NIOSH","10174598","5/26/2020 12:00:00 AM","PAR-14-275","6U60OH010905-05M002","6","U60","OH","010905","05","M00"," ","7/1/2015 12:00:00 AM","6/30/2021 12:00:00 AM","ZOH1-GGB(52)"," ","8879000","FRIEDMAN, LEE SCOTT","Not Applicable","07","PUBLIC HEALTH & PREV MEDICINE","098987217","US","41.880316","-87.687597","577703","UNIVERSITY OF ILLINOIS AT CHICAGO","Chicago","IL","SCHOOLS OF PUBLIC HEALTH","606124305","UNITED STATES","N","7/1/2019 12:00:00 AM","6/30/2021 12:00:00 AM","262","Other","2019","159998"," ","NIOSH"," "," "," ","159998",
"No NIH Category available"," ","Randomized Controlled Trial to Improve Oncology Nurses' Protective Equipment Use","NIOSH","8908930","6/18/2015 12:00:00 AM","PAR-13-129","5R01OH010582-02","5","R01","OH","010582","02"," ","KARR, JOAN","7/1/2014 12:00:00 AM","6/30/2018 12:00:00 AM","SOH-1"," ","8580660","FRIESE, CHRISTOPHER R","Not Applicable","12","NONE","073133571","US","42.244005","-83.73915","1506502","UNIVERSITY OF MICHIGAN AT ANN ARBOR","ANN ARBOR","MI","SCHOOLS OF NURSING","481091276","UNITED STATES","N","7/1/2015 12:00:00 AM","6/30/2016 12:00:00 AM","262","Non-SBIR/STTR","2015","548170"," ","NIOSH","353658","194512"," ","548170",
"No NIH Category available"," ","Randomized Controlled Trial to Improve Oncology Nurses' Protective Equipment Use","NIOSH","8665705","8/7/2014 12:00:00 AM","PAR-13-129","1R01OH010582-01","1","R01","OH","010582","01"," ","LIOCE, MARIA","7/1/2014 12:00:00 AM","6/30/2018 12:00:00 AM","SOH-1"," ","8580660","FRIESE, CHRISTOPHER R","Not Applicable","12","NONE","073133571","US","42.244005","-83.73915","1506502","UNIVERSITY OF MICHIGAN AT ANN ARBOR","ANN ARBOR","MI","SCHOOLS OF NURSING","481091276","UNITED STATES","N","7/1/2014 12:00:00 AM","6/30/2015 12:00:00 AM","262","Non-SBIR/STTR","2014","608338"," ","NIOSH","391214","217124"," ","608338",
"No NIH Category available"," ","Randomized Controlled Trial to Improve Oncology Nurses' Protective Equipment Use","NIOSH","9293136","6/23/2017 12:00:00 AM","PAR-13-129","5R01OH010582-04","5","R01","OH","010582","04"," ","KARR, JOAN","7/1/2014 12:00:00 AM","6/30/2018 12:00:00 AM","SOH-1"," ","8580660","FRIESE, CHRISTOPHER R","Not Applicable","12","NONE","073133571","US","42.244005","-83.73915","1506502","UNIVERSITY OF MICHIGAN AT ANN ARBOR","ANN ARBOR","MI","SCHOOLS OF NURSING","481091276","UNITED STATES","N","7/1/2017 12:00:00 AM","6/30/2018 12:00:00 AM","262","Non-SBIR/STTR","2017","533605"," ","NIOSH","344261","189344"," ","533605",
"No NIH Category available","air pollution;biohazard detection;carbon monoxide;dust;engine exhaust;environmental exposure;methane;minings;monitoring device;nonbiomedical equipment;occupational hazard;occupational health /safety;safety equipment;user protection","Multi-Hazard Sensor for Miners","NIOSH","7156277","8/15/2006 12:00:00 AM","PA-06-006","1R43OH008941-01","1","R43","OH","008941","01"," ","BOARD, SUSAN","9/1/2006 12:00:00 AM","6/30/2007 12:00:00 AM","Special Emphasis Panel[ZRG1-HOP-H(11)B]"," ","8485473","FRISH, MICHAEL B.","Not Applicable","05","Unavailable","073800062","US","42.693317","-71.202907","1925101","PHYSICAL SCIENCES, INC","ANDOVER","MA","Domestic For-Profits","018101022","UNITED STATES","N","9/1/2006 12:00:00 AM","6/30/2007 12:00:00 AM","262","SBIR/STTR","2006","99960"," ","ODCDC"," "," "," ","99960",
"No NIH Category available"," ","The Low Back Cumulative Trauma Index:A Fatigue-Failure Based Risk Assessment Tool","NIOSH","9318077","8/28/2018 12:00:00 AM","PAR-12-252","1R21OH011208-01A1","1","R21","OH","011208","01","A","CHIOU, SHARON","9/1/2018 12:00:00 AM","8/31/2020 12:00:00 AM","SOH"," ","12306107","GALLAGHER, SEAN ","DAVIS, GERARD A; SESEK, RICHARD FRANK","03","ENGINEERING (ALL TYPES)","066470972","US","32.635016","-86.809379","1470402","AUBURN UNIVERSITY AT AUBURN","Auburn","AL","BIOMED ENGR/COL ENGR/ENGR STA","36832","UNITED STATES","N","9/1/2018 12:00:00 AM","8/31/2019 12:00:00 AM","957","Non-SBIR/STTR","2018","201024"," ","NIOSH"," "," "," ","201024",
"No NIH Category available"," ","The Low Back Cumulative Trauma Index:A Fatigue-Failure Based Risk Assessment Tool","NIOSH","9774909","5/23/2019 12:00:00 AM","PAR-12-252","5R21OH011208-02","5","R21","OH","011208","02"," "," ","9/1/2018 12:00:00 AM","8/31/2020 12:00:00 AM","SOH"," ","12306107","GALLAGHER, SEAN ","DAVIS, GERARD A","03","ENGINEERING (ALL TYPES)","066470972","US","32.635016","-86.809379","1470402","AUBURN UNIVERSITY AT AUBURN","Auburn","AL","BIOMED ENGR/COL ENGR/ENGR STA","36832","UNITED STATES","N","9/1/2019 12:00:00 AM","8/31/2020 12:00:00 AM","262","Non-SBIR/STTR","2019","179944"," ","NIOSH"," "," "," ","179944",
"No NIH Category available"," ","The Role of IL-6 Receptor in Irritant Dermatitis","NIOSH","9073172","7/22/2016 12:00:00 AM","PAR-10-188","5R01OH010241-04","5","R01","OH","010241","04"," ","LIOCE, MARIA","9/1/2013 12:00:00 AM","8/31/2018 12:00:00 AM","SOH"," ","1954917","GALLUCCI, RANDLE MICHAEL","Not Applicable","05","PHARMACOLOGY","878648294","US","35.480049","-97.494195","1524003","UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","OKLAHOMA CITY","OK","SCHOOLS OF PHARMACY","731043609","UNITED STATES","N","9/1/2016 12:00:00 AM","8/31/2018 12:00:00 AM","262","Non-SBIR/STTR","2016","468049"," ","NIOSH","308304","159745"," ","468049",
"No NIH Category available"," ","The Role of IL-6 Receptor in Irritant Dermatitis","NIOSH","8439702","9/11/2013 12:00:00 AM","PAR-10-188","1R01OH010241-01A1","1","R01","OH","010241","01","A","LIOCE, MARIA","9/1/2013 12:00:00 AM","8/31/2017 12:00:00 AM","SOH"," ","1954917","GALLUCCI, RANDLE MICHAEL","Not Applicable","05","PHARMACOLOGY","878648294","US","35.480049","-97.494195","1524003","UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","OKLAHOMA CITY","OK","SCHOOLS OF PHARMACY","731043609","UNITED STATES","N","9/1/2013 12:00:00 AM","8/31/2014 12:00:00 AM","262","Non-SBIR/STTR","2013","482613"," ","NIOSH","339430","143183"," ","482613",
"No NIH Category available"," ","The Role of IL-6 Receptor in Irritant Dermatitis","NIOSH","9543712","8/11/2017 12:00:00 AM","PAR-10-188","3R01OH010241-04S1","3","R01","OH","010241","04","S","LIOCE, MARIA","9/1/2013 12:00:00 AM","8/31/2018 12:00:00 AM","SOH"," ","1954917","GALLUCCI, RANDLE MICHAEL","Not Applicable","05","PHARMACOLOGY","878648294","US","35.480049","-97.494195","1524003","UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","OKLAHOMA CITY","OK","SCHOOLS OF PHARMACY","731043609","UNITED STATES","N","9/1/2016 12:00:00 AM","8/31/2018 12:00:00 AM","262","Non-SBIR/STTR","2016","63913"," ","NIOSH","43184","20729"," ","63913",
"No NIH Category available"," ","The role of IL-6 in jet fuel irritant dermatitis","NIOSH","7706590","8/7/2009 12:00:00 AM","PAR-06-551","1R03OH009662-01","1","R03","OH","009662","01"," ","KARR, JOAN","7/1/2009 12:00:00 AM","6/30/2011 12:00:00 AM","SOH"," ","1954917","GALLUCCI, RANDLE MICHAEL","Not Applicable","05","PHARMACOLOGY","878648294","US","35.480049","-97.494195","1524003","UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","OKLAHOMA CITY","OK","SCHOOLS OF PHARMACY","731043609","UNITED STATES","N","7/1/2009 12:00:00 AM","6/30/2010 12:00:00 AM","262","Non-SBIR/STTR","2009","73250"," ","NIOSH"," "," "," ","73250",
"No NIH Category available"," ","The Role of IL-6 Receptor in Irritant Dermatitis","NIOSH","8867047","5/22/2015 12:00:00 AM","PAR-10-188","5R01OH010241-03","5","R01","OH","010241","03"," ","LIOCE, MARIA","9/1/2013 12:00:00 AM","8/31/2017 12:00:00 AM","SOH"," ","1954917","GALLUCCI, RANDLE MICHAEL","Not Applicable","05","PHARMACOLOGY","878648294","US","35.480049","-97.494195","1524003","UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","OKLAHOMA CITY","OK","SCHOOLS OF PHARMACY","731043609","UNITED STATES","N","9/1/2015 12:00:00 AM","8/31/2016 12:00:00 AM","262","Non-SBIR/STTR","2015","430331"," ","NIOSH","397566","214584"," ","430331",
"No NIH Category available"," ","The Role of IL-6 Receptor in Irritant Dermatitis","NIOSH","8733191","6/9/2014 12:00:00 AM","PAR-10-188","5R01OH010241-02","5","R01","OH","010241","02"," ","LIOCE, MARIA","9/1/2013 12:00:00 AM","8/31/2017 12:00:00 AM","SOH"," ","1954917","GALLUCCI, RANDLE MICHAEL","Not Applicable","05","PHARMACOLOGY","878648294","US","35.480049","-97.494195","1524003","UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","OKLAHOMA CITY","OK","SCHOOLS OF PHARMACY","731043609","UNITED STATES","N","9/1/2014 12:00:00 AM","8/31/2015 12:00:00 AM","262","Non-SBIR/STTR","2014","494079"," ","NIOSH","504318","184690"," ","494079",
"No NIH Category available"," ","The role of IL-6 in jet fuel irritant dermatitis","NIOSH","7912909","6/15/2010 12:00:00 AM","PAR-06-551","5R03OH009662-02","5","R03","OH","009662","02"," ","KARR, JOAN","7/1/2009 12:00:00 AM","6/30/2011 12:00:00 AM","SOH"," ","1954917","GALLUCCI, RANDLE MICHAEL","Not Applicable","05","PHARMACOLOGY","878648294","US","35.480049","-97.494195","1524003","UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","OKLAHOMA CITY","OK","SCHOOLS OF PHARMACY","731043609","UNITED STATES","N","7/1/2010 12:00:00 AM","6/30/2011 12:00:00 AM","262","Non-SBIR/STTR","2010","73250"," ","NIOSH"," "," "," ","73250",
"No NIH Category available"," ","Exposure Response Relationships for CTS and Epicondylitis from Pooled Data","NIOSH","9102460","7/1/2015 12:00:00 AM","PAR-10-188","3R01OH010474-02S1","3","R01","OH","010474","02","S","KARR, JOAN","9/1/2013 12:00:00 AM","8/31/2016 12:00:00 AM","SOH"," ","6369133","GARG, ARUN ","Not Applicable","04","ENGINEERING (ALL TYPES)","627906399","US","43.064146","-87.967233","578504","UNIVERSITY OF WISCONSIN MILWAUKEE","MILWAUKEE","WI","BIOMED ENGR/COL ENGR/ENGR STA","532010340","UNITED STATES","N","9/1/2014 12:00:00 AM","8/31/2015 12:00:00 AM","262","Non-SBIR/STTR","2013","63304"," ","NIOSH","42344","20960"," ","63304",
"No NIH Category available"," ","Exposure Response Relationships for CTS and Epicondylitis from Pooled Data","NIOSH","8733196","6/5/2014 12:00:00 AM","PAR-10-188","5R01OH010474-02","5","R01","OH","010474","02"," ","KARR, JOAN","9/1/2013 12:00:00 AM","8/31/2016 12:00:00 AM","SOH"," ","6369133","GARG, ARUN ","Not Applicable","04","ENGINEERING (ALL TYPES)","627906399","US","43.064146","-87.967233","578504","UNIVERSITY OF WISCONSIN MILWAUKEE","MILWAUKEE","WI","BIOMED ENGR/COL ENGR/ENGR STA","532010340","UNITED STATES","N","9/1/2014 12:00:00 AM","8/31/2015 12:00:00 AM","262","Non-SBIR/STTR","2014","271063"," ","NIOSH","205659","65404"," ","271063",
"No NIH Category available"," ","Exposure-Response Relationships for Low Back Pain from Pooled Data","NIOSH","9320184","6/29/2017 12:00:00 AM","PAR-13-129","5R01OH010916-03","5","R01","OH","010916","03"," ","CHIOU, SHARON","9/1/2015 12:00:00 AM","8/31/2018 12:00:00 AM","SOH"," ","6369133","GARG, ARUN ","Not Applicable","04","OTHER HEALTH PROFESSIONS","627906399","US","43.064146","-87.967233","578504","UNIVERSITY OF WISCONSIN MILWAUKEE","MILWAUKEE","WI","SCH ALLIED HEALTH PROFESSIONS","532010340","UNITED STATES","N","9/1/2017 12:00:00 AM","8/31/2018 12:00:00 AM","262","Non-SBIR/STTR","2017","283643"," ","NIOSH","223598","60045"," ","283643",
"No NIH Category available"," ","Exposure Response Relationships for CTS and Epicondylitis from Pooled Data","NIOSH","8554700","9/11/2013 12:00:00 AM","PAR-10-188","1R01OH010474-01","1","R01","OH","010474","01"," ","FREDERICK, LINDA J","9/1/2013 12:00:00 AM","8/31/2016 12:00:00 AM","SOH"," ","6369133","GARG, ARUN ","Not Applicable","04","ENGINEERING (ALL TYPES)","627906399","US","43.064146","-87.967233","578504","UNIVERSITY OF WISCONSIN MILWAUKEE","MILWAUKEE","WI","BIOMED ENGR/COL ENGR/ENGR STA","532010340","UNITED STATES","N","9/1/2013 12:00:00 AM","8/31/2014 12:00:00 AM","262","Non-SBIR/STTR","2013","279888"," ","NIOSH","193258","86630"," ","279888",
"No NIH Category available"," ","Exposure-Response Relationships for Low Back Pain from Pooled Data","NIOSH","8932898","9/21/2015 12:00:00 AM","PAR-13-129","1R01OH010916-01","1","R01","OH","010916","01"," ","KARR, JOAN","9/1/2015 12:00:00 AM","8/30/2018 12:00:00 AM","SOH"," ","6369133","GARG, ARUN ","Not Applicable","04","OTHER HEALTH PROFESSIONS","627906399","US","43.064146","-87.967233","578504","UNIVERSITY OF WISCONSIN MILWAUKEE","MILWAUKEE","WI","SCH ALLIED HEALTH PROFESSIONS","532010340","UNITED STATES","N","9/1/2015 12:00:00 AM","8/31/2016 12:00:00 AM","262","Non-SBIR/STTR","2015","311950"," ","NIOSH","224176","87774"," ","311950",
"No NIH Category available"," ","Exposure-Response Relationships for Low Back Pain from Pooled Data","NIOSH","9146900","7/22/2016 12:00:00 AM","PAR-13-129","5R01OH010916-02","5","R01","OH","010916","02"," ","CHIOU, SHARON","9/1/2015 12:00:00 AM","8/30/2018 12:00:00 AM","SOH"," ","6369133","GARG, ARUN ","Not Applicable","04","OTHER HEALTH PROFESSIONS","627906399","US","43.064146","-87.967233","578504","UNIVERSITY OF WISCONSIN MILWAUKEE","MILWAUKEE","WI","SCH ALLIED HEALTH PROFESSIONS","532010340","UNITED STATES","N","9/1/2016 12:00:00 AM","8/31/2017 12:00:00 AM","262","Non-SBIR/STTR","2016","294475"," ","NIOSH","306585","82279"," ","294475",
"No NIH Category available"," ","Exposure Response Relationships for CTS and Epicondylitis from Pooled Data","NIOSH","8865409","6/28/2015 12:00:00 AM","PAR-10-188","5R01OH010474-03","5","R01","OH","010474","03"," ","KARR, JOAN","9/1/2013 12:00:00 AM","8/31/2017 12:00:00 AM","SOH"," ","6369133","GARG, ARUN ","Not Applicable","04","ENGINEERING (ALL TYPES)","627906399","US","43.064146","-87.967233","578504","UNIVERSITY OF WISCONSIN MILWAUKEE","MILWAUKEE","WI","BIOMED ENGR/COL ENGR/ENGR STA","532010340","UNITED STATES","N","9/1/2015 12:00:00 AM","8/31/2017 12:00:00 AM","262","Non-SBIR/STTR","2015","228449"," ","NIOSH","223270","77335"," ","228449",
"No NIH Category available"," ","A Multi-site Intervention to Reduce Violence in Hospital Emergency Departments","NIOSH","7683836","5/28/2009 12:00:00 AM","RFA-OH-08-004","5R01OH009544-02","5","R01","OH","009544","02"," ","KUCHINSKI, BERNADINE","9/1/2008 12:00:00 AM","8/31/2012 12:00:00 AM","ZOH1-SBO(50)R"," ","6189455","GATES, DONNA M","Not Applicable","01","NONE","041064767","US","39.142998","-84.503581","1523902","UNIVERSITY OF CINCINNATI","CINCINNATI","OH","SCHOOLS OF NURSING","452210001","UNITED STATES","N","9/1/2009 12:00:00 AM","8/31/2010 12:00:00 AM","262","Non-SBIR/STTR","2009","348980"," ","NIOSH"," "," "," ","348980",
"No NIH Category available"," ","A Multi-site Intervention to Reduce Violence in Hospital Emergency Departments","NIOSH","7596802","8/26/2008 12:00:00 AM","RFA-OH-08-004","1R01OH009544-01","1","R01","OH","009544","01"," ","KUCHINSKI, BERNADINE","9/1/2008 12:00:00 AM","8/31/2012 12:00:00 AM","ZOH1-SBO(50)R"," ","6189455","GATES, DONNA M","Not Applicable","01","NONE","041064767","US","39.142998","-84.503581","1523902","UNIVERSITY OF CINCINNATI","CINCINNATI","OH","SCHOOLS OF NURSING","452210001","UNITED STATES","N","9/1/2008 12:00:00 AM","8/31/2009 12:00:00 AM","262","Non-SBIR/STTR","2008","341466"," ","NIOSH"," "," "," ","341466",
"No NIH Category available"," ","A Multi-site Intervention to Reduce Violence in Hospital Emergency Departments","NIOSH","8101139","6/23/2011 12:00:00 AM","RFA-OH-08-004","5R01OH009544-04","5","R01","OH","009544","04"," ","FREDERICK, LINDA J","9/1/2008 12:00:00 AM","2/28/2013 12:00:00 AM","ZOH1-SBO(50)R"," ","6189455","GATES, DONNA M","Not Applicable","01","NONE","041064767","US","39.142998","-84.503581","1523902","UNIVERSITY OF CINCINNATI","CINCINNATI","OH","SCHOOLS OF NURSING","452210001","UNITED STATES","N","9/1/2011 12:00:00 AM","2/28/2013 12:00:00 AM","262","Non-SBIR/STTR","2011","335534"," ","NIOSH"," "," "," ","335534",
"No NIH Category available"," ","A Multi-site Intervention to Reduce Violence in Hospital Emergency Departments","NIOSH","7851184","6/24/2010 12:00:00 AM","RFA-OH-08-004","5R01OH009544-03","5","R01","OH","009544","03"," ","KUCHINSKI, BERNADINE","9/1/2008 12:00:00 AM","8/31/2012 12:00:00 AM","ZOH1-SBO(50)R"," ","6189455","GATES, DONNA M","Not Applicable","01","NONE","041064767","US","39.142998","-84.503581","1523902","UNIVERSITY OF CINCINNATI","CINCINNATI","OH","SCHOOLS OF NURSING","452210001","UNITED STATES","N","9/1/2010 12:00:00 AM","8/31/2011 12:00:00 AM","262","Non-SBIR/STTR","2010","346525"," ","NIOSH"," "," "," ","346525",
